Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
0.0,-1.3918159115976279,-0.07283007713741668,2.5476907996305993,1.409017509741813,-0.3378969142264826,0.484284739863437,0.24669953392716726,0.10103560450168052,0.3653448348258825,0.09454936511162781,-0.5533218804306064,-0.6262485193417113,-1.0394187382027964,-0.3112687735396968,1.5001905692562738,-0.4738047729771886,0.20702696391862366,0.02618961895753683,0.4120478236848041,0.2535745275651684,-0.01831697890195028,0.27770474699362024,-0.11056707893357819,0.06750646419033025,0.12965777857552538,-0.18839439426230065,0.13983992831919545,-0.021358537141631006,149.62,0
0.0,1.2199124793507243,0.26632954661171915,0.16722471212711335,0.4581900010182661,0.05994245784861648,-0.08626110980964319,-0.081138466533405,0.08711732507532498,-0.2565189493707311,-0.17388037678988616,1.6177623346419259,1.0798010884503917,0.5127897221276115,-0.14381823225914528,0.6494164367395094,0.4672743683279508,-0.11428340103804158,-0.18619828476699712,-0.14868968229099824,-0.06967732857547695,-0.22590105519504727,-0.638366616537183,0.10137344303099535,-0.34278341278701957,0.16862495325599003,0.12541492607730598,-0.009405594549228898,0.01493781960262061,2.69,0
1.0,-1.3903286353616129,-1.341063570028183,1.7811401968083242,0.38828434344884155,-0.5025677156079782,1.8857643220398863,0.8149174766219571,0.2535420966273698,-1.5211406112267727,0.21623085103693168,0.626451439902242,0.0669872980366488,0.7520427084099909,-0.16599894314253216,2.3970165314896392,-2.910998475336707,1.1049296449951214,-0.12323701696816615,-2.30695429201573,0.5294951465627065,0.24813634374578547,0.7713104774922097,0.910179219893207,-0.6952376900984749,-0.3304926436626927,-0.13856667089430483,-0.05795616074045933,-0.060618850818195714,378.66,0
1.0,-0.9890169787970253,-0.18535046692779245,1.801012679639083,-0.882623743035987,-0.010295964411542539,1.3062660619289583,0.24465095345959348,0.38637560950002564,-1.3929637931477918,-0.05722470141076372,-0.22719446113042968,0.18066527671417884,0.5323556687174356,-0.28801573827057225,-0.6451861890283316,-1.0673158204513142,-0.6809867137492089,1.9961900004355442,-1.2571981449375342,-0.20982714214154122,-0.10836079953874908,0.005271075581818314,-0.19048102653886984,-1.1857345985916141,0.6530088501835872,-0.22108338701140293,0.06567284571997334,0.06234939002299978,123.5,0
2.0,-1.185496978906358,0.8783265321899837,1.5556446402667665,0.41205944001109807,-0.406683236475385,0.10046394548673172,0.6105137241172285,-0.2769403627467694,0.8212411588494849,0.7842211440805508,-0.8254121714583381,0.5455547095055435,1.4110527445173655,-1.1200275736600842,0.1789396460443367,-0.4547162813130631,-0.23595700750668094,-0.038785747002087506,0.8195069502682935,0.4120562882705049,-0.009435952133713796,0.797896853672653,-0.13757400560303862,0.14248780645492604,-0.20780207599292608,0.5003786977873642,0.229742151676706,0.2182750593437774,69.99,0
2.0,-0.43599278238911654,0.9611684487865617,1.1462130667254768,-0.17201990186377888,0.4204594591308243,-0.03113533773326887,0.49031411130665825,0.2664799926505723,-0.5711066288381169,-0.38676837833530997,1.3454500161507497,0.3648149407095967,-0.3754387189844987,-0.13717751497747555,0.528903440418226,0.4046331509810628,-0.057868875587923585,0.06971536934386187,-0.033855609783619574,0.08569849046192222,-0.2083695583057322,-0.5595571552606854,-0.026419930589663018,-0.37463643423723564,-0.23481935455140612,0.10551128743397485,0.2657830909460016,0.08225674640213988,3.67,0
4.0,1.258602796781763,0.14109825148502947,0.04557369886255355,1.2295439393567449,0.1916405958667185,0.2856225633730541,-0.005311900197522432,0.08313650411616895,0.4669511188828631,-0.10335942101551386,-1.4213314785464188,-0.15592920441813238,-0.787448713841723,0.1674254385260738,0.051236975238947234,-0.4467969970201009,0.0028077061445027965,-0.6214561718453995,-0.04648372574652816,-0.22152164196076235,-0.1678097211772193,-0.2705803052887329,-0.15423375103672432,-0.7867966172136422,0.756663873466407,-0.25625687953397136,0.03613039196514315,0.005242754186018183,4.99,0
7.0,-0.6594350323737806,1.4189163172082229,1.0791856488582856,-0.5032212795204785,0.947745249218922,0.44839255788124127,1.1538434983489265,-3.8980551795465455,0.6180099841724435,1.3010496362833945,-0.6214020591897612,0.2954599048307264,1.8431305809474592,-1.324288199881548,0.7010936228514488,-0.07667792391676213,-1.2165783666887109,-0.3637640698663288,0.33097474825255,-0.15809001027671796,1.944548283378678,-1.014969241295542,0.057552025767280364,-0.6553237602289844,-0.4188797985136702,-0.051437591531943175,-1.263685300503505,-1.101087660083487,40.8,0
7.0,-0.9153368649915996,0.28634947377836695,-0.11369847609740757,-0.27760666208605017,2.666254127568883,3.8980694954242066,0.38111511499339445,0.8712427529065799,-0.39372647402928573,-0.427405592258887,-0.7073182845888922,-0.11196255997888083,-0.30012148127021254,0.07437911713351687,-0.3359521643314871,-0.2115975790800769,-0.4974988093772058,0.12060242271785122,0.5816994435781364,0.053189255709213144,-0.07346601426076321,-0.26796346301005497,-0.20440491062874075,1.0203339306532355,0.3764519321684045,-0.3826938266599331,0.01229986111801788,0.14447064300806675,93.2,0
9.0,-0.34622416492190183,1.1203456643898078,1.0490375842757698,-0.2271629188438708,0.4987351962746583,-0.2584467868083732,0.6708941712342235,0.07118563855294159,-0.7398822448105211,-0.38201815738785794,1.0207919277341018,0.8478261645515018,1.05562107331592,-0.4436645241711729,0.1534946287537323,0.7448041325321025,-0.5385236427010922,0.4840525381798748,0.4607804716705829,0.20546360439264597,-0.24705152303563116,-0.6334496579949401,-0.12089595639880966,-0.38837750865834975,-0.07033979292031903,0.09383997521072382,0.2577995536422303,0.0842810923385575,3.68,0
